公立中学校
浜益村立尻苗中学校
尻苗中学校
浜益村立濃昼中学校
濃昼中学校
浜益村立幌中学校
幌中学校
当別町立高岡中学校
高岡中学校
当別町立西当別中学校
西当別中学校
当別町立当別中学校四番川分校
当別中学校四番川分校
当別町立三番川中学校
三番川中学校
当別町立青山二股中学校
青山二股中学校
当別町立青山中央中学校
青山中央中学校
当別町立中小屋中学校
中小屋中学校
当別町立当別中学校
当別中学校
当別町立弁華別中学校
弁華別中学校
函館市立柳川中学校
柳川中学校
函館市立愛宕中学校
愛宕中学校
函館市立西中学校
西中学校
函館市立船見中学校
船見中学校
函館市立中央中学校
中央中学校
函館市立凌雲中学校
凌雲中学校
函館市立松川中学校
松川中学校
函館市立新川中学校
新川中学校
函館市立宇賀の浦中学校
宇賀の浦中学校
函館市立旭中学校
旭中学校
函館市立尻岸内中学校
尻岸内中学校
函館市立東光中学校
東光中学校
函館市立五稜中学校
五稜中学校
函館市立五稜郭中学校
五稜郭中学校
函館市立大川中学校
大川中学校
函館市立桐花中学校
桐花中学校
戸井村立小安中学校
小安中学校
函館市立潮光中学校
潮光中学校
戸井村立汐首中学校
汐首中学校
上磯町立上磯中学校谷川分校
上磯中学校谷川分校
上磯町立上磯中学校沖川分校
上磯中学校沖川分校
大野町立大野中学校
大野中学校
北斗市立大野中学校
大野中学校
大野町立萩野中学校
萩野中学校
松前町立小島中学校
小島中学校
松前町立大島中学校
大島中学校
松前町立松前中学校
松前中学校
福島町立岩部中学校
岩部中学校
福島町立千軒中学校
千軒中学校
福島町立吉岡中学校
吉岡中学校
福島町立福島中学校
福島中学校
木古内町立第一中学校
第一中学校
木古内町立木古内中学校
木古内中学校
木古内町立第二中学校
第二中学校
木古内町立札苅中学校
札苅中学校
七飯町立精進川中学校
精進川中学校
七飯町立峠下中学校
峠下中学校
七飯町立七飯中学校
七飯中学校
七飯村立大沼中学校軍川分校
大沼中学校軍川分校
森町立三岱中学校
三岱中学校
砂原町立沼尻中学校
沼尻中学校
森町立砂原中学校
砂原中学校
八雲町立上鉛川中学校
上鉛川中学校
八雲町立八雲中学校
八雲中学校
八雲町立八雲鉱山中学校
八雲鉱山中学校
八雲町立熊嶺中学校
熊嶺中学校
八雲町立上の湯中学校
上の湯中学校
八雲町立桜野中学校
桜野中学校
八雲町立大関中学校
大関中学校
八雲町立山崎中学校
山崎中学校
八雲町立山越中学校
山越中学校
八雲町立黒岩中学校
黒岩中学校
長万部町立国縫中学校
国縫中学校
長万部町立長万部中学校
長万部中学校
江差町立水堀中学校
水堀中学校
江差町立江差北中学校
江差北中学校
江差町立朝日中学校
朝日中学校
江差町立日明中学校
日明中学校
上ノ国町立神明中学校
神明中学校
上ノ国町立若葉中学校
若葉中学校
上ノ国町立小砂子中学校
小砂子中学校
上ノ国町立河北中学校
河北中学校
上ノ国町立上ノ国中学校
上ノ国中学校
上ノ国町立滝沢中学校
滝沢中学校
上ノ国町立湯ノ岱中学校
湯ノ岱中学校
上ノ国町立早川中学校
早川中学校
厚沢部町立清水中学校
清水中学校
厚沢部町立厚沢部中学校
厚沢部中学校
乙部町立栄浜中学校
栄浜中学校
乙部町立乙部中学校
乙部中学校
乙部町立姫川中学校
姫川中学校
乙部町立明和中学校
明和中学校
乙部町立富岡中学校
富岡中学校
奥尻町立奥尻中学校
奥尻中学校
奥尻町立奥尻中学校
奥尻中学校
奥尻町立稲穂中学校
稲穂中学校
奥尻町立宮津中学校
宮津中学校
今金町立神丘中学校
神丘中学校
今金町立今金中学校
今金中学校
今金町立豊田中学校
豊田中学校
今金町立日進中学校
日進中学校
今金町立美利河中学校
美利河中学校
今金町立花石中学校
花石中学校
今金町立中里中学校
中里中学校
今金町立八束中学校
八束中学校
今金町立金原中学校
金原中学校
今金町立種川中学校
種川中学校
北檜山町立日中戸中学校
日中戸中学校
北檜山町立松岡中学校
松岡中学校
せたな町立北檜山中学校
北檜山中学校
北檜山町立愛知中学校
愛知中学校
北檜山町立小倉山中学校
小倉山中学校
北檜山町立左股中学校
左股中学校
北檜山町立二俣中学校
二俣中学校
北檜山町立小川中学校
小川中学校
北檜山町立太櫓中学校
太櫓中学校
北檜山町立若松中学校
若松中学校
北檜山町立丹羽中学校
丹羽中学校
瀬棚町立美谷中学校
美谷中学校
大成町立久遠中学校
久遠中学校
せたな町立大成中学校
大成中学校
大成町立太田中学校
太田中学校
大成町立長磯中学校
長磯中学校
大成町立貝取間中学校
貝取間中学校
大成町立平田内中学校
平田内中学校
小樽市立富岡中学校
富岡中学校
小樽市立西陵中学校
西陵中学校
小樽市立旭ヶ丘中学校
旭ヶ丘中学校
小樽市立石山中学校
石山中学校
小樽市立住吉中学校
住吉中学校
小樽市立東山中学校
東山中学校
小樽市立塩谷中学校
塩谷中学校
小樽市立長橋中学校
長橋中学校
島牧村立島牧中学校
島牧中学校
島牧村立島牧中学校
島牧中学校
島牧村立東島牧中学校
東島牧中学校
島牧村立原歌中学校
原歌中学校
島牧村立栄浜中学校
栄浜中学校
寿都町立寿都中学校
寿都中学校
寿都町立寿都中学校
寿都中学校
寿都町立樽岸中学校
樽岸中学校
寿都町立湯別中学校
湯別中学校
寿都町立歌棄中学校
歌棄中学校
寿都町立磯谷中学校
磯谷中学校
黒松内町立作開中学校
作開中学校
黒松内町立黒松内中学校
黒松内中学校
黒松内町立豊幌中学校
豊幌中学校
黒松内町立大成中学校
大成中学校
黒松内町立中ノ川中学校
中ノ川中学校
黒松内村立黒松内中学校豊幌分校
黒松内中学校豊幌分校
黒松内村立黒松内中学校大成分校
黒松内中学校大成分校
黒松内村立黒松内中学校東栄分校
黒松内中学校東栄分校
蘭越町立港中学校
港中学校
蘭越町立名駒中学校御成分校
名駒中学校御成分校
蘭越町立川上中学校
川上中学校
豊浦町新富中学校
新富中学校
蘭越町立蘭越中学校
蘭越中学校
蘭越町立蘭越中学校
蘭越中学校
蘭越町立名駒中学校
名駒中学校
蘭越町立初田中学校
初田中学校
蘭越町立三和中学校
三和中学校
蘭越町立目名中学校
目名中学校
ニセコ町立ニセコ中学校
ニセコ中学校
ニセコ町立ニセコ中学校
ニセコ中学校
ニセコ町立近藤中学校
近藤中学校
ニセコ町立福井中学校
福井中学校
ニセコ町
学校組合立桂中学校
留寿都村立留寿都中学校
留寿都中学校
留寿都村立留寿都中学校
留寿都中学校
留寿都村立三ノ原中学校
三ノ原中学校
留寿都村立登中学校
登中学校
喜茂別町立栄中学校
栄中学校
喜茂別町立喜茂別中学校
喜茂別中学校
喜茂別町立喜茂別中学校
喜茂別中学校
喜茂別町立鈴川中学校
鈴川中学校
喜茂別町立双葉中学校
双葉中学校
京極町立錦中学校
錦中学校
京極町立京極中学校
京極中学校
京極町立脇方中学校
脇方中学校
倶知安町立瑞穂中学校
瑞穂中学校
倶知安町立八幡中学校
八幡中学校
倶知安町立寒別中学校
寒別中学校
倶知安町立樺山中学校
樺山中学校
倶知安町立倶知安中学校
倶知安中学校
倶知安町立倶知安中学校
倶知安中学校
倶知安町立東陵中学校
東陵中学校
共和町立前田中学校
前田中学校
共和町立共和中学校
共和中学校
共和町立梨野舞納中学校
梨野舞納中学校
共和町立発足中学校
発足中学校
共和町立発足第二中学校
発足第二中学校
共和町立小沢中学校
小沢中学校
神恵内村立川白中学校
川白中学校
神恵内村立珊内中学校
珊内中学校
積丹町立余別中学校
余別中学校
積丹町立野塚中学校
野塚中学校
積丹町立美国中学校
美国中学校
積丹町立幌武意中学校
幌武意中学校
古平町立稲倉石中学校
稲倉石中学校
余市町立豊浜中学校
豊浜中学校
赤井川村立常盤中学校
常盤中学校
赤井川村立赤井川中学校
赤井川中学校
赤井川村立赤井川中学校
赤井川中学校
赤井川村立都中学校
都中学校
夕張市立若菜中学校
若菜中学校
夕張市立鹿ノ谷中学校
鹿ノ谷中学校
夕張市立真谷地中学校
真谷地中学校
夕張市立沼の沢中学校
沼の沢中学校
夕張市立北陵中学校
北陵中学校
夕張市立夕張第一中学校
夕張第一中学校
夕張市立東山中学校
東山中学校
夕張市立登川中学校
登川中学校
夕張市立向陽中学校
向陽中学校
夕張市立鹿島中学校
鹿島中学校
夕張市立夕張中学校
夕張中学校
夕張市立幌南中学校
幌南中学校
夕張市立千代田中学校
千代田中学校
夕張市立夕張中学校
夕張中学校
夕張市立清水沢中学校
清水沢中学校
夕張市立緑陽中学校
緑陽中学校
岩見沢市立栄中学校
栄中学校
岩見沢市立清園中学校
清園中学校
岩見沢市立志文中学校
志文中学校
栗沢町立上美流渡中学校
上美流渡中学校
栗沢町立茂世丑中学校
茂世丑中学校
栗沢町立万字中学校
万字中学校
岩見沢市立美流渡中学校
美流渡中学校
美唄市立美唄中学校分校
美唄中学校分校
美唄市立上美唄中学校
上美唄中学校
美唄市立元村中学校
元村中学校
美唄市立富樫中学校
富樫中学校
美唄市立中村中学校
中村中学校
美唄市立沼東中学校
沼東中学校
美唄市立東中学校
東中学校
美唄市立峰延中学校
峰延中学校
美唄市立峰延中学校
峰延中学校
美唄市立沼南中学校
沼南中学校
美唄市立西美唄中学校
西美唄中学校
美唄市立美唄中学校
美唄中学校
美唄市立茶志内中学校
茶志内中学校
芦別市立高根中学校
高根中学校
芦別市立芦別中学校
芦別中学校
芦別市立油谷中学校
油谷中学校
芦別市立黄金中学校
黄金中学校
芦別市立野花南中学校
野花南中学校
芦別市立啓成中学校
啓成中学校
芦別市立滝里中学校
滝里中学校
芦別市立上芦別中学校
上芦別中学校
芦別市立常磐中学校
常磐中学校
芦別市立新城中学校
新城中学校
芦別市立西芦別中学校
西芦別中学校
芦別市立頼城中学校
頼城中学校
芦別市立西芦別中学校
西芦別中学校
赤平市立住吉中学校
住吉中学校
赤平市立赤平中学校
赤平中学校
赤平市立双葉中学校
双葉中学校
赤平市立赤平中央中学校
赤平中央中学校
赤平市立住友赤平中学校
住友赤平中学校
赤平市立幌岡中学校
幌岡中学校
赤平市立平岸中学校
平岸中学校
赤平市立茂尻中学校
茂尻中学校
三笠市立桂沢中学校
桂沢中学校
三笠市立幾春別中学校
幾春別中学校
三笠市立弥生中学校
弥生中学校
三笠市立幌内中学校
幌内中学校
三笠市立幾生中学校
幾生中学校
三笠市立三笠中央中学校
三笠中央中学校
三笠市立三笠中学校
三笠中学校
滝川市立東栄中学校
東栄中学校
江部乙町立北辰中学校
北辰中学校
滝川市立江部乙中学校
江部乙中学校
江部乙町立東陽中学校
東陽中学校
砂川市立豊沼中学校
豊沼中学校
歌志内市立新歌志内中学校
新歌志内中学校
歌志内市立神威中学校
神威中学校
歌志内市立歌志内中学校
歌志内中学校
深川市立納内中学校
納内中学校
深川市立菊丘中学校
菊丘中学校
深川市立吉住中学校
吉住中学校
深川市立音江中学校
音江中学校
深川市立向陽中学校
向陽中学校
深川市立音江中学校
音江中学校
深川市立深川中学校
深川中学校
深川市立納内中学校
納内中学校
深川市立一已中学校
一已中学校
深川市立多度志中学校
多度志中学校
一已村立一已中学校
一已中学校
一已村立北新中学校
北新中学校
一已村立入志別中学校
入志別中学校
多度志町立湯内中学校
湯内中学校
多度志町立多度志中学校
多度志中学校
多度志町立鷹泊中学校
鷹泊中学校
多度志町立幌成中学校
幌成中学校
奈井江町立東奈井江中学校
東奈井江中学校
奈井江町立南中学校
南中学校
奈井江町立奈井江中学校
奈井江中学校
奈井江町立三井奈井江中学校
三井奈井江中学校
上砂川町立上砂川第一中学校
上砂川第一中学校
上砂川町立上砂川中学校
上砂川中学校
上砂川町立上砂川第二中学校
上砂川第二中学校
由仁町立東三川中学校
東三川中学校
由仁町立岩内中学校
岩内中学校
由仁町立古山中学校
古山中学校
由仁町立川端中学校
川端中学校
由仁町立由仁中学校
由仁中学校
由仁町立由仁中学校
由仁中学校
由仁町立三川中学校
三川中学校
長沼町立中央長沼中学校
中央長沼中学校
長沼町立長沼中学校
長沼中学校
長沼町立北長沼中学校
北長沼中学校
長沼町立南長沼中学校
南長沼中学校
栗山町立円山中学校
円山中学校
栗山町立栗山中学校
栗山中学校
栗山町立栗山中学校
栗山中学校
栗山町立角田中学校
角田中学校
栗山町立雨煙別中学校
雨煙別中学校
栗山町立継立中学校
継立中学校
月形町立紅葉谷中学校
紅葉谷中学校
月形町立札比内中学校
札比内中学校
月形町立月形中学校
月形中学校
新十津川町立北美沢中学校
北美沢中学校
新十津川町立新十津川中学校
新十津川中学校
新十津川町立新十津川中学校
新十津川中学校
新十津川町立花月中学校
花月中学校
新十津川町立大和中学校
大和中学校
新十津川町立吉野中学校
吉野中学校
新十津川町立学園中学校
学園中学校
新十津川町立幌加中学校
幌加中学校
新十津川町立美沢中学校
美沢中学校
新十津川町立上吉野中学校
上吉野中学校
雨竜町立雨竜中学校
雨竜中学校
雨竜町立雨竜中学校
雨竜中学校
雨竜町立川上中学校
川上中学校
雨竜町立国領中学校
国領中学校
北竜町立竜西中学校
竜西中学校
北竜町立美葉牛中学校
美葉牛中学校
沼田町立沼田中学校
沼田中学校
沼田町立沼田中学校
沼田中学校
沼田町立共成中学校
共成中学校
沼田町立北竜中学校
北竜中学校
沼田町立昭和中学校
昭和中学校
沼田町立浅野中学校
浅野中学校
旭川市立第三中学校
第三中学校
旭川市立明星中学校
明星中学校
旭川市立第八中学校
第八中学校
旭川市立第四中学校
第四中学校
旭川市立光陽中学校
光陽中学校
旭川市立第七中学校
第七中学校
旭川市立旭川第二中学校旭正分校
旭川第二中学校旭正分校
旭川市立柏台中学校
柏台中学校
旭川市立東鷹栖中学校
東鷹栖中学校
旭川市立豊里中学校
豊里中学校
旭川市立神居中学校
神居中学校
旭川市立神居古潭中学校
神居古潭中学校
旭川市立忠和中学校
忠和中学校
旭川市立旭川第一中学校
旭川第一中学校
旭川市立旭川中学校
旭川中学校
旭川市立千代ヶ岡中学校
千代ヶ岡中学校
旭川市立西神楽中学校
西神楽中学校
旭川市立雨紛中学校
雨紛中学校
旭川市立神居東中学校
神居東中学校
旭川市立常盤中学校
常盤中学校
旭川市立中央中学校
中央中学校
旭川市立聖園中学校
聖園中学校
旭川市立北都中学校
北都中学校
東鷹栖村立東鷹栖中学校第一分校
東鷹栖中学校第一分校
東鷹栖村立東鷹栖中学校第四分校
東鷹栖中学校第四分校
士別市立下士別中学校
下士別中学校
士別市立士別中学校
士別中学校
士別市立中士別中学校
中士別中学校
士別市立川西中学校
川西中学校
士別市立士別南中学校
士別南中学校
士別市立伊文中学校
伊文中学校
士別市立北温中学校
北温中学校
士別市立白山中学校
白山中学校
士別市立温根別中学校
温根別中学校
朝日町立朝日中学校三栄分校
朝日中学校三栄分校
朝日町立似峡中学校
似峡中学校
朝日町立茂志利中学校
茂志利中学校
名寄市立中名寄中学校
中名寄中学校
名寄市立名寄中学校
名寄中学校
名寄市立瑞穂中学校
瑞穂中学校
名寄市立名寄東中学校
名寄東中学校
名寄市立智南中学校
智南中学校
名寄市立風連日進中学校
風連日進中学校
名寄市立風連中学校
風連中学校
風連町立風連中学校旭分校
風連中学校旭分校
風連町立風連中学校東風連分校
風連中学校東風連分校
風連町立風連中学校西多寄分校
風連中学校西多寄分校
風連町立風連中学校日進分校
風連中学校日進分校
風連町立忠烈布中学校
忠烈布中学校
風連町立西風連中学校
西風連中学校
富良野市立東山中学校
東山中学校
富良野市立樹海中学校
樹海中学校
富良野市立老節布中学校
老節布中学校
富良野市立西達布中学校
西達布中学校
富良野市立布礼別中学校
布礼別中学校
富良野市立富良野東中学校
富良野東中学校
鷹栖町立鷹栖第一中学校
鷹栖第一中学校
鷹栖町立鷹栖中学校
鷹栖中学校
鷹栖町立鷹栖第二中学校
鷹栖第二中学校
愛別町立愛別中学校
愛別中学校
愛別町立愛別中学校
愛別中学校
愛別町立旭山中学校
旭山中学校
愛別町立協和中学校
協和中学校
愛別町立中里中学校
中里中学校
愛別町立愛山中学校
愛山中学校
美瑛町立美田中学校
美田中学校
美瑛町立美瑛中学校
美瑛中学校
美瑛町立置杵牛中学校
置杵牛中学校
美瑛町立二股中学校
二股中学校
美瑛町立美馬牛中学校
美馬牛中学校
美瑛町立旭中学校
旭中学校
美瑛町立俵真布中学校
俵真布中学校
上富良野町立東中中学校
東中中学校
上富良野町立上富良野中学校
上富良野中学校
南富良野町立金山中学校
金山中学校
南富良野町立南富良野中学校
南富良野中学校
南富良野町立幾寅中学校
幾寅中学校
南富良野町立下金山中学校
下金山中学校
南富良野町立落合中学校
落合中学校
占冠村立新入中学校
新入中学校
占冠村立下苫鵡中学校
下苫鵡中学校
和寒町立西和中学校
西和中学校
和寒町立東和中学校
東和中学校
剣淵町立西原中学校
西原中学校
下川町立珊瑠中学校
珊瑠中学校
下川町立下川中学校
下川中学校
下川町立上名寄中学校
上名寄中学校
下川町立一の橋中学校
一の橋中学校
下川町立菱光中学校
菱光中学校
美深町立厚生中学校
厚生中学校
美深町立美深中学校
美深中学校
美深町立公徳中学校
公徳中学校
美深町立玉川中学校
玉川中学校
美深町立恩根内中学校
恩根内中学校
音威子府村立咲来中学校
咲来中学校
音威子府村立音威子府中学校
音威子府中学校
中川町立佐久中学校
佐久中学校
中川町立歌内中学校
歌内中学校
中川町立中川中学校
中川中学校
中川町立幸中学校
幸中学校
中川町立板谷中学校
板谷中学校
中川町立共和中学校
共和中学校
幌加内町立蕗の台中学校
蕗の台中学校
幌加内町立政和中学校
政和中学校
幌加内町立添牛内中学校
添牛内中学校
幌加内町立朱鞠内中学校
朱鞠内中学校
幌加内町立幌加内中学校
幌加内中学校
幌加内町立母子里中学校
母子里中学校
留萌市立樽真布中学校
樽真布中学校
留萌市立幌糠中学校
幌糠中学校
留萌市立留萌中学校
留萌中学校
増毛町立増毛第一中学校
増毛第一中学校
増毛町立増毛中学校
増毛中学校
増毛町立別苅中学校
別苅中学校
増毛町立信砂御料中学校
信砂御料中学校
増毛町立岩老中学校
岩老中学校
増毛町立雄冬中学校
雄冬中学校
増毛町立増毛第二中学校
増毛第二中学校
小平町立折真布中学校
折真布中学校
小平町立小平中学校
小平中学校
小平町立大椴中学校
大椴中学校
小平町立東和中学校
東和中学校
小平町立寧楽中学校
寧楽中学校
小平町立達布中学校
達布中学校
小平町立本郷中学校
本郷中学校
小平町立鬼鹿中学校
鬼鹿中学校
苫前町立東川中学校
東川中学校
苫前町立古丹別中学校
古丹別中学校
苫前町立上平中学校
上平中学校
苫前町立苫前中学校
苫前中学校
苫前町立力昼中学校
力昼中学校
苫前町立霧立中学校
霧立中学校
苫前町立三渓中学校
三渓中学校
羽幌町立平中学校
平中学校
羽幌町立羽幌中央中学校
羽幌中央中学校
羽幌町立旭ヶ丘中学校
旭ヶ丘中学校
羽幌町立曙中学校
曙中学校
羽幌町立上羽幌中学校
上羽幌中学校
羽幌町立太陽中学校
太陽中学校
羽幌町立築別中学校
築別中学校
羽幌町立羽幌中学校
羽幌中学校
羽幌町立北辰中学校
北辰中学校
羽幌町立焼尻中学校
焼尻中学校
初山別村立有明中学校
有明中学校
初山別村立初山別中学校
初山別中学校
初山別村立豊岬中学校
豊岬中学校
遠別町立正修中学校
正修中学校
遠別町立清川中学校
清川中学校
遠別町立遠別中学校
遠別中学校
遠別町立中央中学校
中央中学校
遠別町立東野中学校
東野中学校
遠別町立大成中学校
大成中学校
遠別町立歌越中学校
歌越中学校
天塩町立産士中学校
産士中学校
天塩町立天塩中学校
天塩中学校
天塩町立振老中学校
振老中学校
天塩町立泉源中学校
泉源中学校
天塩町立幌萌中学校
幌萌中学校
天塩町立啓徳中学校
啓徳中学校
稚内市立三井沢中学校
三井沢中学校
稚内市立宗谷中学校
宗谷中学校
稚内市立宗谷中学校
宗谷中学校
稚内市立大岬中学校
大岬中学校
稚内市立富磯中学校
富磯中学校
稚内市立峰岡中学校
峰岡中学校
稚内市立夕来中学校
夕来中学校
稚内市立樺岡小中学校
樺岡小中学校
稚内市立天北小中学校
天北小中学校
稚内市立豊別小中学校
豊別小中学校
稚内市立上修徳小中学校
上修徳小中学校
稚内市立沼川小中学校
沼川小中学校
稚内市立曲渕小中学校
曲渕小中学校
稚内市立抜海中学校
抜海中学校
稚内市立稚内南中学校
稚内南中学校
稚内市立東浦中学校
東浦中学校
稚内市立下勇知中学校
下勇知中学校
稚内市立稚内西中学校
稚内西中学校
稚内市立稚内中学校
稚内中学校
稚内市立上勇知中学校
上勇知中学校
猿払村立石炭別中学校
石炭別中学校
猿払村立上猿払中学校
上猿払中学校
猿払村立小石中学校
小石中学校
猿払村立狩別中学校
狩別中学校
猿払村立浜猿払中学校
浜猿払中学校
猿払村立鬼志別中学校
鬼志別中学校
猿払村立拓心中学校
拓心中学校
猿払村立浅茅野中学校
浅茅野中学校
猿払村立知来別中学校
知来別中学校
浜頓別町立下頓別中学校
下頓別中学校
浜頓別町立浜頓別中学校
浜頓別中学校
中頓別町立兵安中学校
兵安中学校
中頓別町立松音知中学校
松音知中学校
中頓別町立上頓別中学校
上頓別中学校
中頓別町立中頓別中学校
中頓別中学校
中頓別町立敏音知中学校
敏音知中学校
中頓別町立小頓別中学校
小頓別中学校
枝幸町立目梨泊中学校
目梨泊中学校
枝幸町立枝幸中学校
枝幸中学校
枝幸町立問牧中学校
問牧中学校
枝幸町立岡島中学校
岡島中学校
枝幸町立徳志別中学校
徳志別中学校
枝幸町立山臼中学校
山臼中学校
枝幸町立枝幸南中学校
枝幸南中学校
枝幸町立乙忠部中学校
乙忠部中学校
枝幸町立風烈布中学校
風烈布中学校
枝幸町立音標中学校
音標中学校
枝幸町立本幌別中学校
本幌別中学校
枝幸町立歌登中学校
歌登中学校
枝幸町立志美宇丹中学校
志美宇丹中学校
歌登町立幌別中央中学校
幌別中央中学校
歌登町立大曲中学校
大曲中学校
歌登町立毛登別中学校
毛登別中学校
歌登町立本別中学校
本別中学校
豊富町立豊富温泉中学校
豊富温泉中学校
豊富町立豊富中学校
豊富中学校
豊富町立福永中学校
福永中学校
豊富町立修徳中学校
修徳中学校
豊富町立日曹中学校
日曹中学校
豊富町立豊田中学校
豊田中学校
豊富町立庄内中学校
庄内中学校
幌延町立上豊神中学校
上豊神中学校
幌延町立豊神中学校
豊神中学校
幌延町立問寒別中学校
問寒別中学校
幌延町立中問寒中学校
中問寒中学校
幌延町立下沼中学校
下沼中学校
幌延町立幌延中学校
幌延中学校
幌延町立浜里中学校
浜里中学校
利尻町立久連中学校
久連中学校
北見市立東相内中学校
東相内中学校
北見市立相内中学校
相内中学校
北見市立上常呂中学校開成分校
上常呂中学校開成分校
北見市立下仁頃中学校
下仁頃中学校
北見市立上仁頃中学校
上仁頃中学校
北見市立富里中学校
富里中学校
北見市立仁頃中学校
仁頃中学校
北見市立端野中学校
端野中学校
端野町立忠志中学校
忠志中学校
端野町立川向中学校
川向中学校
端野町立協和中学校
協和中学校
端野町立北登中学校
北登中学校
端野町立緋牛内中学校
緋牛内中学校
留辺蘂町立大和中学校
大和中学校
北見市立温根湯中学校
温根湯中学校
留辺蘂町立厚和中学校
厚和中学校
留辺蘂町立恵泉中学校
恵泉中学校
北見市立留辺蘂中学校
留辺蘂中学校
常呂町立錦水中学校
錦水中学校
常呂町立富丘中学校
富丘中学校
常呂町立常呂中学校
常呂中学校
北見市立常呂中学校
常呂中学校
常呂町立川沿中学校
川沿中学校
常呂町立日吉中学校
日吉中学校
網走市立丸万中学校
丸万中学校
網走市立豊栄中学校
豊栄中学校
網走市立第三中学校
第三中学校
網走市立浦士別中学校
浦士別中学校
網走市立第四中学校
第四中学校
網走市立音根内中学校
音根内中学校
網走市立北浜中学校
北浜中学校
網走市立藻琴中学校
藻琴中学校
網走市立卯原内中学校
卯原内中学校
網走市立第五中学校
第五中学校
網走市立嘉多山中学校
嘉多山中学校
網走市立能取中学校
能取中学校
紋別市立宇津々中学校
宇津々中学校
紋別市立上藻別中学校
上藻別中学校
紋別市立中渚滑中学校
中渚滑中学校
紋別市立鴻之舞中学校
鴻之舞中学校
紋別市立中立牛中学校
中立牛中学校
紋別市立小向中学校
小向中学校
紋別市立沼ノ上中学校
沼ノ上中学校
紋別市立紋別中学校
紋別中学校
美幌町立高野中学校
高野中学校
美幌町立北中学校
北中学校
美幌町立駒生中学校
駒生中学校
美幌町立田中中学校
田中中学校
美幌町立古梅中学校
古梅中学校
美幌町立登栄中学校
登栄中学校
美幌町立上美幌中学校
上美幌中学校
津別町立相生中学校
相生中学校
津別町立東岡中学校
東岡中学校
津別町立本岐中学校
本岐中学校
津別町立津別中学校
津別中学校
津別町立活汲中学校
活汲中学校
東藻琴村立生振中学校
生振中学校
東藻琴村立東洋中学校
東洋中学校
東藻琴村立明正中学校
明正中学校
大空町立東藻琴中学校
東藻琴中学校
東藻琴村立福富中学校
福富中学校
東藻琴村立山園中学校
山園中学校
女満別町立開陽中学校
開陽中学校
斜里町立川上中学校
川上中学校
斜里町立斜里中学校
斜里中学校
斜里町立以久科中学校
以久科中学校
斜里町立富士中学校
富士中学校
斜里町立三井中学校
三井中学校
斜里町立越川中学校
越川中学校
斜里町立岩尾別中学校
岩尾別中学校
斜里町立峰浜中学校
峰浜中学校
斜里町立真鯉中学校
真鯉中学校
斜里町立朱円中学校
朱円中学校
斜里町立ウトロ中学校
ウトロ中学校
清里町立錦中学校
錦中学校
清里町立江南中学校
江南中学校
小清水町立神浦中学校
神浦中学校
小清水町立砥草原中学校
砥草原中学校
小清水町立小清水中学校
小清水中学校
小清水町立小清水中学校
小清水中学校
小清水町立水上中学校
水上中学校
小清水町立旭野中学校
旭野中学校
小清水町立北陽中学校
北陽中学校
小清水町立止別中学校
止別中学校
佐呂間町立若里中学校
若里中学校
佐呂間町立佐呂間中学校
佐呂間中学校
佐呂間町立知来中学校
知来中学校
佐呂間町立富武士中学校
富武士中学校
佐呂間町立仁倉中学校
仁倉中学校
佐呂間町立幌岩中学校
幌岩中学校
佐呂間町立若佐中学校
若佐中学校
